Student ID,grade,school_name,reading_score,math_score
7445,12th,Shelton High School,94,85
7446,9th,Shelton High School,83,72
7447,10th,Shelton High School,87,70
7448,12th,Shelton High School,86,81
7449,10th,Shelton High School,91,99
7450,9th,Shelton High School,76,78
7451,11th,Shelton High School,82,78
7452,9th,Shelton High School,83,94
7453,9th,Shelton High School,82,92
7454,10th,Shelton High School,92,72
7455,9th,Shelton High School,85,90
7456,11th,Shelton High School,90,89
7457,10th,Shelton High School,96,87
7458,11th,Shelton High School,98,96
7459,9th,Shelton High School,87,80
7460,9th,Shelton High School,81,69
7461,11th,Shelton High School,94,85
7462,12th,Shelton High School,87,90
7463,9th,Shelton High School,86,94
7464,9th,Shelton High School,93,87
7465,9th,Shelton High School,94,89
7466,10th,Shelton High School,77,76
7467,9th,Shelton High School,80,72
7468,9th,Shelton High School,88,85
7469,10th,Shelton High School,69,87
7470,11th,Shelton High School,86,81
7471,9th,Shelton High School,81,97
7472,11th,Shelton High School,92,79
7473,9th,Shelton High School,89,87
7474,12th,Shelton High School,76,75
7475,10th,Shelton High School,89,99
7476,11th,Shelton High School,71,94
7477,11th,Shelton High School,86,97
7478,11th,Shelton High School,89,72
7479,9th,Shelton High School,97,75
7480,12th,Shelton High School,88,82
7481,12th,Shelton High School,91,84
7482,9th,Shelton High School,98,88
7483,12th,Shelton High School,76,95
7484,12th,Shelton High School,90,91
7485,11th,Shelton High School,91,69
7486,11th,Shelton High School,81,77
7487,9th,Shelton High School,69,92
7488,12th,Shelton High School,87,68
7489,11th,Shelton High School,75,98
7490,10th,Shelton High School,73,70
7491,11th,Shelton High School,74,97
7492,11th,Shelton High School,70,72
7493,12th,Shelton High School,79,72
7494,9th,Shelton High School,96,79
7495,12th,Shelton High School,78,98
7496,11th,Shelton High School,78,83
7497,10th,Shelton High School,81,82
7498,11th,Shelton High School,85,96
7499,11th,Shelton High School,77,82
7500,11th,Shelton High School,90,77
7501,10th,Shelton High School,76,85
7502,11th,Shelton High School,71,92
7503,9th,Shelton High School,72,83
7504,11th,Shelton High School,74,90
7505,9th,Shelton High School,79,87
7506,11th,Shelton High School,94,73
7507,12th,Shelton High School,74,70
7508,11th,Shelton High School,98,93
7509,12th,Shelton High School,96,73
7510,10th,Shelton High School,89,83
7511,11th,Shelton High School,74,89
7512,9th,Shelton High School,81,83
7513,12th,Shelton High School,96,88
7514,10th,Shelton High School,71,88
7515,10th,Shelton High School,69,78
7516,10th,Shelton High School,77,79
7517,11th,Shelton High School,87,79
7518,9th,Shelton High School,88,82
7519,10th,Shelton High School,91,79
7520,12th,Shelton High School,82,78
7521,12th,Shelton High School,84,99
7522,12th,Shelton High School,75,80
7523,11th,Shelton High School,97,68
7524,9th,Shelton High School,82,84
7525,9th,Shelton High School,92,85
7526,9th,Shelton High School,87,83
7527,9th,Shelton High School,86,74
7528,12th,Shelton High School,74,90
7529,11th,Shelton High School,89,98
7530,12th,Shelton High School,89,89
7531,10th,Shelton High School,88,87
7532,11th,Shelton High School,99,88
7533,11th,Shelton High School,84,84
7534,11th,Shelton High School,82,72
7535,9th,Shelton High School,72,87
7536,9th,Shelton High School,72,79
7537,11th,Shelton High School,97,82
7538,12th,Shelton High School,79,93
7539,11th,Shelton High School,73,95
7540,9th,Shelton High School,99,80
7541,11th,Shelton High School,92,97
7542,10th,Shelton High School,96,91
7543,9th,Shelton High School,72,99
7544,10th,Shelton High School,96,95
7545,10th,Shelton High School,69,81
7546,12th,Shelton High School,80,68
7547,10th,Shelton High School,90,92
7548,12th,Shelton High School,75,76
7549,10th,Shelton High School,84,95
7550,9th,Shelton High School,77,98
7551,9th,Shelton High School,85,83
7552,12th,Shelton High School,94,76
7553,12th,Shelton High School,81,84
7554,10th,Shelton High School,84,94
7555,9th,Shelton High School,98,73
7556,9th,Shelton High School,75,74
7557,9th,Shelton High School,92,69
7558,9th,Shelton High School,78,99
7559,9th,Shelton High School,70,95
7560,10th,Shelton High School,98,86
7561,11th,Shelton High School,87,71
7562,9th,Shelton High School,83,93
7563,10th,Shelton High School,72,98
7564,12th,Shelton High School,73,98
7565,10th,Shelton High School,80,87
7566,11th,Shelton High School,90,93
7567,11th,Shelton High School,96,99
7568,12th,Shelton High School,79,82
7569,9th,Shelton High School,88,70
7570,12th,Shelton High School,74,92
7571,12th,Shelton High School,82,78
7572,10th,Shelton High School,93,99
7573,11th,Shelton High School,92,80
7574,12th,Shelton High School,73,81
7575,9th,Shelton High School,86,76
7576,11th,Shelton High School,72,89
7577,9th,Shelton High School,71,75
7578,9th,Shelton High School,93,96
7579,10th,Shelton High School,98,68
7580,9th,Shelton High School,79,92
7581,10th,Shelton High School,87,86
7582,11th,Shelton High School,92,69
7583,10th,Shelton High School,69,93
7584,11th,Shelton High School,98,94
7585,11th,Shelton High School,99,72
7586,12th,Shelton High School,91,88
7587,10th,Shelton High School,91,81
7588,9th,Shelton High School,83,68
7589,10th,Shelton High School,98,71
7590,11th,Shelton High School,92,88
7591,9th,Shelton High School,80,79
7592,12th,Shelton High School,72,87
7593,9th,Shelton High School,78,72
7594,9th,Shelton High School,91,99
7595,9th,Shelton High School,91,89
7596,11th,Shelton High School,76,79
7597,10th,Shelton High School,75,70
7598,12th,Shelton High School,84,91
7599,11th,Shelton High School,84,76
7600,9th,Shelton High School,79,73
7601,12th,Shelton High School,73,85
7602,12th,Shelton High School,73,98
7603,12th,Shelton High School,72,68
7604,12th,Shelton High School,83,76
7605,11th,Shelton High School,81,83
7606,12th,Shelton High School,74,91
7607,12th,Shelton High School,71,95
7608,10th,Shelton High School,97,79
7609,9th,Shelton High School,89,99
7610,10th,Shelton High School,98,82
7611,10th,Shelton High School,96,69
7612,11th,Shelton High School,89,73
7613,10th,Shelton High School,69,70
7614,9th,Shelton High School,85,98
7615,12th,Shelton High School,85,81
7616,9th,Shelton High School,77,74
7617,9th,Shelton High School,85,82
7618,11th,Shelton High School,69,93
7619,11th,Shelton High School,78,81
7620,12th,Shelton High School,72,91
7621,12th,Shelton High School,90,69
7622,11th,Shelton High School,94,73
7623,10th,Shelton High School,69,80
7624,12th,Shelton High School,79,86
7625,9th,Shelton High School,84,70
7626,10th,Shelton High School,96,79
7627,10th,Hernandez High School,70,88
7628,12th,Hernandez High School,97,93
7629,12th,Hernandez High School,83,81
7630,12th,Hernandez High School,77,91
7631,10th,Hernandez High School,84,93
7632,10th,Hernandez High School,88,81
7633,10th,Hernandez High School,66,71
7634,12th,Hernandez High School,79,93
7635,9th,Hernandez High School,99,97
7636,9th,Hernandez High School,97,60
7637,10th,Hernandez High School,66,99
7638,9th,Hernandez High School,92,81
7639,12th,Hernandez High School,72,65
7640,10th,Hernandez High School,72,57
7641,9th,Hernandez High School,70,95
7642,11th,Hernandez High School,63,57
7643,9th,Hernandez High School,67,55
7644,11th,Hernandez High School,98,66
7645,12th,Hernandez High School,75,87
7646,12th,Hernandez High School,63,96
7647,12th,Hernandez High School,97,84
7648,9th,Hernandez High School,95,77
7649,9th,Hernandez High School,64,63
7650,9th,Hernandez High School,73,93
7651,11th,Hernandez High School,80,55
7652,12th,Hernandez High School,81,74
7653,9th,Hernandez High School,63,56
7654,12th,Hernandez High School,98,97
7655,9th,Hernandez High School,70,94
7656,12th,Hernandez High School,93,88
7657,11th,Hernandez High School,91,85
7658,10th,Hernandez High School,74,76
7659,12th,Hernandez High School,73,94
7660,12th,Hernandez High School,70,92
7661,9th,Hernandez High School,95,61
7662,12th,Hernandez High School,71,83
7663,11th,Hernandez High School,96,80
7664,11th,Hernandez High School,75,74
7665,9th,Hernandez High School,63,61
7666,12th,Hernandez High School,80,96
7667,9th,Hernandez High School,63,99
7668,10th,Hernandez High School,93,87
7669,11th,Hernandez High School,94,74
7670,11th,Hernandez High School,84,97
7671,9th,Hernandez High School,72,96
7672,11th,Hernandez High School,68,60
7673,9th,Hernandez High School,90,78
7674,10th,Hernandez High School,72,58
7675,9th,Hernandez High School,89,74
7676,11th,Hernandez High School,99,66
7677,9th,Hernandez High School,97,59
7678,9th,Hernandez High School,85,83
7679,9th,Hernandez High School,99,76
7680,9th,Hernandez High School,70,72
7681,10th,Hernandez High School,68,69
7682,12th,Hernandez High School,83,85
7683,12th,Hernandez High School,63,93
7684,9th,Hernandez High School,83,70
7685,10th,Hernandez High School,88,71
7686,9th,Hernandez High School,87,88
7687,11th,Hernandez High School,68,67
7688,12th,Hernandez High School,76,61
7689,9th,Hernandez High School,74,65
7690,10th,Hernandez High School,84,63
7691,12th,Hernandez High School,73,98
7692,10th,Hernandez High School,78,75
7693,11th,Hernandez High School,69,66
7694,11th,Hernandez High School,87,66
7695,9th,Hernandez High School,69,62
7696,12th,Hernandez High School,73,55
7697,11th,Hernandez High School,63,67
7698,11th,Hernandez High School,88,89
7699,9th,Hernandez High School,84,97
7700,12th,Hernandez High School,68,96
7701,9th,Hernandez High School,90,89
7702,12th,Hernandez High School,76,83
7703,10th,Hernandez High School,63,78
7704,9th,Hernandez High School,69,84
7705,11th,Hernandez High School,82,73
7706,12th,Hernandez High School,92,73
7707,9th,Hernandez High School,68,82
7708,11th,Hernandez High School,99,88
7709,12th,Hernandez High School,64,63
7710,9th,Hernandez High School,65,55
7711,9th,Hernandez High School,74,80
7712,10th,Hernandez High School,91,89
7713,10th,Hernandez High School,68,98
7714,9th,Hernandez High School,91,85
7715,11th,Hernandez High School,77,95
7716,11th,Hernandez High School,68,69
7717,10th,Hernandez High School,68,79
7718,11th,Hernandez High School,89,66
7719,12th,Hernandez High School,73,96
7720,11th,Hernandez High School,66,59
7721,9th,Hernandez High School,88,74
7722,10th,Hernandez High School,93,70
7723,10th,Hernandez High School,79,73
7724,9th,Hernandez High School,79,83
7725,10th,Hernandez High School,95,69
7726,10th,Hernandez High School,71,68
7727,12th,Hernandez High School,80,98
7728,10th,Hernandez High School,66,70
7729,12th,Hernandez High School,99,75
7730,11th,Hernandez High School,70,83
7731,9th,Hernandez High School,72,87
7732,12th,Hernandez High School,92,67
7733,9th,Hernandez High School,87,73
7734,10th,Hernandez High School,97,60
7735,12th,Hernandez High School,94,66
7736,9th,Hernandez High School,68,68
7737,12th,Hernandez High School,80,79
7738,11th,Hernandez High School,85,64
7739,11th,Hernandez High School,65,84
7740,9th,Hernandez High School,72,68
7741,9th,Hernandez High School,79,97
7742,9th,Hernandez High School,63,86
7743,12th,Hernandez High School,63,69
7744,9th,Hernandez High School,64,78
7745,10th,Hernandez High School,80,93
7746,11th,Hernandez High School,66,90
7747,11th,Hernandez High School,86,89
7748,12th,Hernandez High School,77,60
7749,9th,Hernandez High School,64,60
7750,10th,Hernandez High School,81,77
7751,12th,Hernandez High School,90,60
7752,10th,Hernandez High School,93,61
7753,9th,Hernandez High School,83,79
7754,12th,Hernandez High School,86,66
7755,10th,Hernandez High School,92,83
7756,9th,Hernandez High School,68,90
7757,11th,Hernandez High School,96,99
7758,11th,Hernandez High School,84,72
7759,9th,Hernandez High School,92,80
7760,11th,Hernandez High School,91,86
7761,11th,Hernandez High School,67,99
7762,12th,Hernandez High School,90,94
7763,9th,Hernandez High School,67,59
7764,9th,Hernandez High School,68,75
7765,11th,Hernandez High School,93,97
7766,10th,Hernandez High School,70,92
7767,9th,Hernandez High School,69,67
7768,10th,Hernandez High School,68,77
7769,10th,Hernandez High School,67,79
7770,10th,Hernandez High School,63,64
7771,9th,Hernandez High School,96,99
7772,9th,Hernandez High School,84,61
7773,9th,Hernandez High School,80,69
7774,9th,Hernandez High School,86,87
7775,9th,Hernandez High School,71,86
7776,12th,Hernandez High School,81,69
7777,10th,Hernandez High School,86,57
7778,9th,Hernandez High School,73,94
7779,11th,Hernandez High School,75,62
7780,10th,Hernandez High School,81,82
7781,10th,Hernandez High School,82,72
7782,9th,Hernandez High School,80,77
7783,12th,Hernandez High School,69,62
7784,11th,Hernandez High School,74,99
7785,11th,Hernandez High School,66,59
7786,9th,Hernandez High School,75,64
7787,9th,Hernandez High School,83,62
7788,10th,Hernandez High School,77,61
7789,9th,Hernandez High School,82,62
7790,9th,Hernandez High School,70,82
7791,12th,Hernandez High School,87,56
7792,11th,Hernandez High School,99,64
7793,11th,Hernandez High School,63,74
7794,9th,Hernandez High School,70,90
7795,10th,Hernandez High School,95,98
7796,12th,Hernandez High School,96,82
7797,10th,Hernandez High School,92,55
7798,10th,Hernandez High School,83,80
7799,9th,Hernandez High School,92,96
7800,10th,Hernandez High School,84,79
7801,10th,Hernandez High School,85,76
7802,12th,Hernandez High School,71,95
7803,10th,Hernandez High School,95,98
7804,9th,Hernandez High School,68,63
7805,10th,Hernandez High School,69,72
7806,10th,Hernandez High School,89,58
7807,9th,Hernandez High School,64,85
7808,11th,Hernandez High School,99,80
7809,9th,Hernandez High School,68,77
7810,11th,Hernandez High School,69,57
7811,10th,Hernandez High School,86,90
7812,11th,Hernandez High School,89,91
7813,10th,Hernandez High School,69,96
7814,9th,Hernandez High School,93,77
7815,9th,Hernandez High School,64,55
7816,11th,Hernandez High School,84,99
7817,11th,Hernandez High School,96,68
7818,11th,Hernandez High School,92,67
7819,12th,Hernandez High School,84,97
7820,11th,Hernandez High School,86,99
7821,11th,Hernandez High School,84,78
7822,9th,Hernandez High School,81,56
7823,9th,Hernandez High School,97,95
7824,11th,Hernandez High School,88,82
7825,12th,Hernandez High School,90,85
7826,9th,Hernandez High School,82,72
7827,9th,Hernandez High School,88,62
7828,11th,Hernandez High School,64,95
7829,9th,Hernandez High School,87,66
7830,9th,Hernandez High School,70,91
7831,12th,Hernandez High School,76,90
7832,9th,Hernandez High School,84,57
7833,10th,Hernandez High School,73,82
7834,10th,Hernandez High School,69,78
7835,9th,Hernandez High School,89,82
7836,10th,Hernandez High School,91,73
7837,12th,Hernandez High School,65,97
7838,11th,Hernandez High School,99,59
7839,9th,Hernandez High School,76,75
7840,11th,Hernandez High School,69,79
7841,9th,Hernandez High School,90,96
7842,9th,Hernandez High School,71,81
7843,10th,Hernandez High School,79,73
7844,9th,Hernandez High School,65,58
7845,9th,Hernandez High School,87,87
7846,10th,Hernandez High School,76,92
7847,9th,Hernandez High School,82,84
7848,9th,Hernandez High School,88,65
7849,11th,Hernandez High School,99,74
7850,12th,Hernandez High School,92,87
7851,10th,Hernandez High School,89,85
7852,12th,Hernandez High School,82,99
7853,11th,Hernandez High School,71,57
7854,12th,Hernandez High School,85,73
7855,9th,Hernandez High School,98,87
7856,10th,Hernandez High School,87,74
7857,10th,Hernandez High School,87,89
7858,10th,Hernandez High School,98,92
7859,9th,Hernandez High School,73,76
7860,10th,Hernandez High School,91,90
7861,9th,Hernandez High School,90,87
7862,10th,Hernandez High School,95,70
7863,12th,Hernandez High School,63,68
7864,10th,Hernandez High School,90,89
7865,10th,Hernandez High School,86,72
7866,10th,Hernandez High School,87,77
7867,9th,Hernandez High School,93,63
7868,9th,Hernandez High School,77,78
7869,10th,Hernandez High School,70,95
7870,11th,Hernandez High School,86,56
7871,9th,Hernandez High School,79,69
7872,9th,Hernandez High School,63,66
7873,9th,Hernandez High School,72,67
7874,9th,Hernandez High School,96,67
7875,10th,Hernandez High School,97,60
7876,12th,Hernandez High School,63,96
7877,11th,Hernandez High School,88,91
7878,11th,Hernandez High School,65,84
7879,10th,Hernandez High School,82,67
7880,11th,Hernandez High School,70,58
7881,10th,Hernandez High School,86,87
7882,10th,Hernandez High School,71,65
7883,9th,Hernandez High School,64,71
7884,12th,Hernandez High School,99,62
7885,9th,Hernandez High School,63,57
7886,11th,Hernandez High School,70,66
7887,12th,Hernandez High School,81,62
7888,9th,Hernandez High School,96,95
7889,12th,Hernandez High School,91,94
7890,11th,Hernandez High School,88,99
7891,9th,Hernandez High School,76,60
7892,12th,Hernandez High School,82,81
7893,10th,Hernandez High School,96,59
7894,9th,Hernandez High School,86,68
7895,11th,Hernandez High School,97,87
7896,9th,Hernandez High School,65,74
7897,11th,Hernandez High School,64,76
7898,9th,Hernandez High School,70,90
7899,11th,Hernandez High School,82,57
7900,10th,Hernandez High School,70,65
7901,9th,Hernandez High School,65,96
7902,11th,Hernandez High School,69,72
7903,9th,Hernandez High School,81,68
7904,9th,Hernandez High School,89,69
7905,10th,Hernandez High School,82,60
7906,11th,Hernandez High School,74,57
7907,9th,Hernandez High School,71,92
7908,9th,Hernandez High School,65,82
7909,11th,Hernandez High School,88,98
7910,12th,Hernandez High School,87,91
7911,9th,Hernandez High School,89,73
7912,9th,Hernandez High School,76,82
7913,11th,Hernandez High School,91,56
7914,9th,Hernandez High School,81,85
7915,9th,Hernandez High School,95,59
7916,12th,Hernandez High School,90,59
7917,9th,Hernandez High School,76,67
7918,10th,Hernandez High School,92,58
7919,10th,Hernandez High School,77,56
7920,10th,Hernandez High School,79,88
7921,12th,Hernandez High School,67,92
7922,9th,Hernandez High School,78,64
7923,10th,Hernandez High School,77,76
7924,9th,Hernandez High School,78,80
7925,10th,Hernandez High School,71,74
7926,9th,Hernandez High School,68,70
7927,10th,Hernandez High School,67,72
7928,11th,Hernandez High School,75,95
7929,10th,Hernandez High School,68,96
7930,10th,Hernandez High School,70,98
7931,9th,Hernandez High School,66,71
7932,12th,Hernandez High School,64,91
7933,10th,Hernandez High School,88,94
7934,9th,Hernandez High School,89,71
7935,9th,Hernandez High School,63,68
7936,12th,Hernandez High School,80,80
7937,11th,Hernandez High School,83,56
7938,10th,Hernandez High School,86,75
7939,12th,Hernandez High School,83,60
7940,12th,Hernandez High School,75,67
7941,10th,Hernandez High School,90,91
7942,10th,Hernandez High School,76,97
7943,9th,Hernandez High School,93,78
7944,12th,Hernandez High School,97,76
7945,12th,Hernandez High School,85,97
7946,12th,Hernandez High School,79,89
7947,9th,Hernandez High School,95,62
7948,12th,Hernandez High School,86,56
7949,11th,Hernandez High School,85,68
7950,10th,Hernandez High School,97,86
7951,11th,Hernandez High School,93,71
7952,10th,Hernandez High School,73,73
7953,11th,Hernandez High School,70,60
7954,9th,Hernandez High School,87,89
7955,9th,Hernandez High School,99,99
7956,10th,Hernandez High School,81,61
7957,10th,Hernandez High School,91,71
7958,9th,Hernandez High School,74,74
7959,10th,Hernandez High School,81,82
7960,11th,Hernandez High School,84,58
7961,10th,Hernandez High School,88,82
7962,9th,Hernandez High School,78,63
7963,11th,Hernandez High School,98,97
7964,9th,Hernandez High School,92,92
7965,9th,Hernandez High School,71,84
7966,9th,Hernandez High School,85,99
7967,9th,Hernandez High School,88,79
7968,11th,Hernandez High School,82,66
7969,12th,Hernandez High School,90,77
7970,9th,Hernandez High School,72,67
7971,12th,Hernandez High School,64,69
7972,9th,Hernandez High School,69,57
7973,10th,Hernandez High School,82,73
7974,11th,Hernandez High School,68,99
7975,11th,Hernandez High School,77,70
7976,12th,Hernandez High School,99,78
7977,12th,Hernandez High School,78,69
7978,10th,Hernandez High School,90,70
7979,11th,Hernandez High School,75,84
7980,9th,Hernandez High School,81,96
7981,9th,Hernandez High School,67,95
7982,9th,Hernandez High School,78,90
7983,10th,Hernandez High School,81,78
7984,11th,Hernandez High School,72,82
7985,9th,Hernandez High School,99,59
7986,10th,Hernandez High School,76,79
7987,11th,Hernandez High School,99,73
7988,12th,Hernandez High School,74,82
7989,11th,Hernandez High School,77,72
7990,12th,Hernandez High School,73,97
7991,9th,Hernandez High School,91,67
7992,9th,Hernandez High School,86,87
7993,10th,Hernandez High School,91,96
7994,10th,Hernandez High School,92,58
7995,11th,Hernandez High School,92,74
7996,11th,Hernandez High School,77,61
7997,11th,Hernandez High School,75,94
7998,9th,Hernandez High School,73,77
7999,12th,Hernandez High School,88,73
8000,10th,Hernandez High School,67,75
8001,12th,Hernandez High School,72,55
8002,9th,Hernandez High School,92,60
8003,12th,Hernandez High School,98,61
8004,11th,Hernandez High School,84,73
8005,9th,Hernandez High School,64,98
8006,10th,Hernandez High School,67,76
8007,11th,Hernandez High School,82,60
8008,10th,Hernandez High School,71,97
8009,10th,Hernandez High School,91,73
8010,12th,Hernandez High School,94,70
8011,11th,Hernandez High School,82,98
8012,9th,Hernandez High School,78,93
8013,9th,Hernandez High School,90,87
8014,12th,Hernandez High School,83,60
8015,9th,Hernandez High School,93,59
8016,12th,Hernandez High School,80,66
8017,11th,Hernandez High School,77,76
8018,12th,Hernandez High School,65,72
8019,11th,Hernandez High School,91,89
8020,9th,Hernandez High School,75,64
8021,12th,Hernandez High School,63,71
8022,10th,Hernandez High School,79,62
8023,11th,Hernandez High School,96,75
8024,11th,Hernandez High School,93,90
8025,10th,Hernandez High School,90,82
8026,12th,Hernandez High School,86,98
8027,10th,Hernandez High School,78,72
8028,12th,Hernandez High School,93,98
8029,12th,Hernandez High School,82,80
8030,9th,Hernandez High School,91,75
8031,9th,Hernandez High School,82,80
8032,12th,Hernandez High School,93,58
8033,12th,Hernandez High School,76,58
8034,10th,Hernandez High School,63,68
8035,11th,Hernandez High School,88,73
8036,12th,Hernandez High School,70,89
8037,11th,Hernandez High School,67,80
8038,12th,Hernandez High School,70,84
8039,12th,Hernandez High School,68,83
8040,11th,Hernandez High School,67,74
8041,11th,Hernandez High School,66,63
8042,10th,Hernandez High School,82,91
8043,10th,Hernandez High School,90,82
8044,11th,Hernandez High School,74,57
8045,10th,Hernandez High School,92,62
8046,10th,Hernandez High School,97,63
8047,12th,Hernandez High School,98,88
8048,12th,Hernandez High School,75,98
8049,9th,Hernandez High School,88,93
8050,10th,Hernandez High School,94,90
8051,9th,Hernandez High School,64,59
8052,9th,Hernandez High School,80,83
8053,11th,Hernandez High School,78,65
8054,12th,Hernandez High School,65,94
8055,9th,Hernandez High School,96,92
8056,9th,Hernandez High School,93,94
8057,12th,Hernandez High School,95,79
8058,12th,Hernandez High School,77,59
8059,12th,Hernandez High School,88,65
8060,9th,Hernandez High School,74,99
8061,10th,Hernandez High School,96,83
8062,12th,Hernandez High School,63,56
8063,12th,Hernandez High School,90,55
8064,10th,Hernandez High School,64,73
8065,10th,Hernandez High School,69,63
8066,11th,Hernandez High School,79,74
8067,12th,Hernandez High School,89,61
8068,11th,Hernandez High School,89,75
8069,11th,Hernandez High School,67,99
8070,11th,Hernandez High School,72,67
8071,9th,Hernandez High School,68,78
8072,12th,Hernandez High School,81,67
8073,12th,Hernandez High School,93,98
8074,9th,Hernandez High School,84,72
8075,9th,Hernandez High School,91,63
8076,11th,Hernandez High School,78,85
8077,12th,Hernandez High School,73,79
8078,11th,Hernandez High School,73,65
8079,10th,Hernandez High School,74,72
8080,10th,Hernandez High School,70,63
8081,9th,Hernandez High School,90,57
8082,9th,Hernandez High School,65,87
8083,9th,Hernandez High School,72,61
8084,10th,Hernandez High School,74,86
8085,10th,Hernandez High School,96,93
8086,12th,Hernandez High School,99,73
8087,12th,Hernandez High School,94,70
8088,12th,Hernandez High School,88,71
8089,9th,Hernandez High School,81,89
8090,10th,Hernandez High School,71,71
8091,9th,Hernandez High School,65,63
8092,9th,Hernandez High School,88,83
8093,12th,Hernandez High School,75,67
8094,10th,Hernandez High School,91,70
8095,11th,Hernandez High School,84,87
8096,12th,Hernandez High School,80,94
8097,10th,Hernandez High School,89,99
8098,12th,Hernandez High School,65,86
8099,10th,Hernandez High School,73,84
8100,12th,Hernandez High School,85,55
8101,12th,Hernandez High School,82,70
8102,9th,Hernandez High School,93,57
8103,9th,Hernandez High School,99,61
8104,11th,Hernandez High School,77,81
8105,11th,Hernandez High School,95,80
8106,12th,Hernandez High School,77,65
8107,11th,Hernandez High School,83,56
8108,10th,Hernandez High School,94,68
8109,9th,Hernandez High School,92,65
8110,12th,Hernandez High School,64,70
8111,9th,Hernandez High School,67,95
8112,10th,Hernandez High School,65,75
8113,11th,Hernandez High School,90,60
8114,12th,Hernandez High School,85,76
8115,12th,Hernandez High School,86,84
8116,9th,Hernandez High School,81,63
8117,12th,Hernandez High School,78,97
8118,11th,Hernandez High School,80,86
8119,10th,Hernandez High School,94,87
8120,10th,Hernandez High School,89,66
8121,9th,Hernandez High School,74,82
8122,11th,Hernandez High School,81,91
8123,10th,Hernandez High School,82,60
8124,10th,Hernandez High School,77,62
8125,9th,Hernandez High School,75,65
8126,12th,Hernandez High School,84,79
8127,11th,Hernandez High School,66,69
8128,11th,Hernandez High School,65,97
8129,10th,Hernandez High School,80,57
8130,10th,Hernandez High School,98,89
8131,10th,Hernandez High School,91,91
8132,10th,Hernandez High School,77,59
8133,11th,Hernandez High School,68,70
8134,10th,Hernandez High School,93,60
8135,10th,Hernandez High School,89,92
8136,11th,Hernandez High School,93,70
8137,12th,Hernandez High School,69,77
8138,12th,Hernandez High School,72,68
8139,11th,Hernandez High School,79,96
8140,12th,Hernandez High School,87,72
8141,11th,Hernandez High School,94,70
8142,10th,Hernandez High School,63,87
8143,9th,Hernandez High School,94,90
8144,9th,Hernandez High School,83,82
8145,11th,Hernandez High School,67,67
8146,11th,Hernandez High School,89,72
8147,9th,Hernandez High School,93,75
8148,11th,Hernandez High School,75,87
8149,12th,Hernandez High School,73,87
8150,12th,Hernandez High School,72,67
8151,9th,Hernandez High School,82,58
8152,12th,Hernandez High School,99,74
8153,11th,Hernandez High School,75,61
8154,11th,Hernandez High School,86,71
8155,9th,Hernandez High School,66,74
8156,12th,Hernandez High School,68,99
8157,12th,Hernandez High School,80,95
8158,12th,Hernandez High School,70,88
8159,10th,Hernandez High School,64,73
8160,9th,Hernandez High School,78,77
8161,12th,Hernandez High School,87,73
8162,11th,Hernandez High School,93,69
8163,11th,Hernandez High School,85,82
8164,9th,Hernandez High School,63,94
8165,10th,Hernandez High School,70,75
8166,9th,Hernandez High School,70,62
8167,12th,Hernandez High School,65,68
8168,11th,Hernandez High School,71,56
8169,11th,Hernandez High School,90,84
8170,12th,Hernandez High School,83,57
8171,10th,Hernandez High School,76,65
8172,12th,Hernandez High School,69,85
8173,10th,Hernandez High School,64,81
8174,9th,Hernandez High School,65,92
8175,11th,Hernandez High School,94,64
8176,10th,Hernandez High School,98,95
8177,12th,Hernandez High School,79,68
8178,10th,Hernandez High School,78,58
8179,9th,Hernandez High School,72,89
8180,10th,Hernandez High School,65,78
8181,9th,Hernandez High School,70,56
8182,9th,Hernandez High School,63,65
8183,9th,Hernandez High School,76,89
8184,9th,Hernandez High School,69,93
8185,11th,Hernandez High School,76,56
8186,9th,Hernandez High School,89,80
8187,12th,Hernandez High School,64,57
8188,10th,Hernandez High School,83,65
8189,11th,Hernandez High School,83,91
8190,12th,Hernandez High School,81,67
8191,9th,Hernandez High School,82,59
8192,12th,Hernandez High School,83,98
8193,9th,Hernandez High School,77,79
8194,9th,Hernandez High School,87,60
8195,10th,Hernandez High School,94,64
8196,12th,Hernandez High School,79,97
8197,11th,Hernandez High School,92,70
8198,10th,Hernandez High School,96,63
8199,10th,Hernandez High School,82,71
8200,11th,Hernandez High School,88,81
8201,10th,Hernandez High School,70,55
8202,9th,Hernandez High School,82,98
8203,9th,Hernandez High School,78,57
8204,9th,Hernandez High School,66,80
8205,10th,Hernandez High School,81,91
8206,9th,Hernandez High School,64,77
8207,12th,Hernandez High School,67,86
8208,12th,Hernandez High School,75,73
8209,9th,Hernandez High School,68,63
8210,11th,Hernandez High School,93,55
8211,11th,Hernandez High School,66,96
8212,9th,Hernandez High School,73,79
8213,10th,Hernandez High School,74,88
8214,12th,Hernandez High School,91,80
8215,10th,Hernandez High School,94,61
8216,12th,Hernandez High School,63,83
8217,10th,Hernandez High School,71,62
8218,10th,Hernandez High School,91,74
8219,12th,Hernandez High School,65,65
8220,11th,Hernandez High School,74,91
8221,9th,Hernandez High School,76,73
8222,11th,Hernandez High School,70,95
8223,9th,Hernandez High School,86,72
8224,11th,Hernandez High School,97,72
8225,12th,Hernandez High School,70,84
8226,12th,Hernandez High School,88,90
8227,9th,Hernandez High School,96,61
8228,9th,Hernandez High School,80,81
8229,9th,Hernandez High School,83,93
8230,9th,Hernandez High School,71,95
